record_number,code,band_size,scribe,bander,band_prefix,band_number,species_code,species_name,calendar_age,wrp_age,how_age,how_age2,sex,how_sex,how_sex2,eye_color,skull,bp,cp,fat,body_molt,ff_molt,ff_wear,juv_plg,pp_covs,gr_covs,primaries,secondaries,tertials,rectrices,body_plg,wing_chord,mass,day,month,year,capture_time,release_time,station,net_number,status,disposition,notes,comments,notes,,,,,
NULL,N,1,TB,JH,2221,23627,INBU,Indigo Bunting,HY,FCF,L,NULL,M,P,NULL,DB,NULL,0,0,1,0,N,1,NULL,J,F,J,J,J,J,F,66,14.9,20,10,2021,755,839,CT,NULL,300,NULL,,,,,,,,
NULL,N,1,TB,SL,2221,23628,HOWA,Hooded Warbler,HY,FCF,L,NULL,M,P,NULL,DB,NULL,0,0,0,0,N,1,NULL,J,F,J,J,J,J,F,66,10,21,10,2021,1105,1219,CT,24,300,NULL,,,,,,,,
NULL,R,1,ZA,TB,2221,23628,HOWA,Hooded Warbler,HY,FCF,L,NULL,M,P,NULL,DB,NULL,0,0,0,0,N,0,NULL,J,F,J,J,J,J,F,66,10.1,21,10,2021,1700,1726,CT,1,300,NULL,,,,,,,,
NULL,N,1,TB,SL,2221,23629,OVEN,Ovenbird,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,0,0,N,1,NULL,J,F,J,J,J,J,F,75,15.1,21,10,2021,1135,1224,CT,11,300,NULL,,,,,,,,
NULL,N,1,SL,ZA,2221,23630,HOWA,Hooded Warbler,HY,FCF,L,NULL,M,P,NULL,DB,NULL,0,0,1,0,N,1,NULL,J,F,J,J,J,J,F,66,10.6,22,10,2021,730,740,CT,13,300,NULL,,,,,,,,
NULL,N,1,TB,JH,2221,23631,LOWA,Louisiana Waterthrush,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,0,0,N,1,NULL,J,F,J,J,J,J,F,81,19.5,22,10,2021,800,845,CT,1,300,NULL,,,,,,,,
NULL,R,1,FF,SS,2221,23631,LOWA,Louisiana Waterthrush,AHY,DCB,P,NULL,M,W,NULL,NULL,NULL,0,0,0,0,N,1,NULL,B,B,B,B,B,B,B,82,18.8,14,9,2022,730,755,CT,17,300,1,,,,,,,,
NULL,R,1,SS,GM,2221,23631,LOWA,Louisiana Waterthrush,AHY,DCB,P,NULL,U,U,NULL,NULL,NULL,0,0,1,1,N,2,NULL,B,B,B,B,B,B,B,83,18.7,26,9,2022,700,726,CT,7,300,1,,,,,,,,
NULL,R,1,SL,KW,2221,23631,LOWA,Louisiana Waterthrush,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,0,0,N,1,NULL,J,F,J,J,J,J,F,80,20.2,28,10,2021,550,619,CT,17,300,NULL,,,,,,,,
NULL,R,1,SL,KW,2221,23631,LOWA,Louisiana Waterthrush,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,0,0,N,1,NULL,J,F,J,J,J,J,F,80,20.2,28,10,2021,1750,1819,CT,17,300,NULL,,,,,,,,
NULL,R,1,SL,FF,2221,23631,LOWA,Louisiana Waterthrush,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,0,0,N,1,NULL,J,F,J,J,J,J,F,80,19.5,30,10,2021,820,835,CT,24,300,NULL,,,,,,,,
NULL,R,1,GM,LD,2221,23631,LOWA,Louisiana Waterthrush,,DCB,P,,U,,,,,0,0,0,0,N,2,,B,B,B,B,B,B,B,83,19.3,9,12,2022,0850,,CT,20,300,,,,,,,,,
NULL,N,1,JH,SHD,2221,23632,NOWA,Northern Waterthrush,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,1,0,N,1,NULL,J,F,J,J,J,J,F,77,16.3,7,11,2021,6:55,7:20,CT,27,300,NULL,,,,,,,,
NULL,R,1,RL,MB,2221,23632,NOWA,Northern Waterthrush,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,0,0,N,1,NULL,J,F,J,J,J,J,F,76,15.6,8,11,2021,7:55,8:34,CT,50,300,NULL,,,,,,,,
NULL,R,1,CD,LL,2221,23632,NOWA,Northern Waterthrush,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,1,0,0,1,NULL,J,F,J,J,J,J,F,76,15.1,9,11,2021,6:30,7:00,CT,6,300,NULL,,,,,,,,
NULL,R,1,MB,AJ,2221,23632,NOWA,Northern Waterthrush,HY,FCF,L,NULL,U,NULL,NULL,NULL,6,0,0,0,NULL,NULL,NULL,NULL,J,F,J,J,J,J,F,76,15.6,13,11,2021,7:40,8:09,CT,27,300,NULL,"TAIL=53, TARSUS=22.8",,,,,,,
NULL,N,1,JH,SHD,2221,23633,INBU,Indigo Bunting,AHY,DCB,P,NULL,F,P,NULL,DB,NULL,0,0,1,0,N,2,NULL,B,B,B,B,B,B,B,63,14,7,11,2021,7:25,8:02,CT,NULL,300,NULL,AGED/SEXES: HOLLY,,,,,,,
NULL,N,1,JH,SHD,2221,23634,OVEN,Ovenbird,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,0,0,N,1,NULL,J,F,J,J,J,J,F,70,14.4,7,11,2021,7:55,8:41,CT,NULL,300,NULL,,,,,,,,
NULL,R,1,CD,JH,2221,23634,OVEN,Ovenbird,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,0,1,0,1,NULL,J,F,J,J,J,J,F,71,16.8,9,11,2021,15:15,15;25,CT,15,300,NULL,,,,,,,,
NULL,R,1,TB,SL,2221,23634,OVEN,Ovenbird,HY,FCF,L,NULL,U,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74,16.5,11,11,2021,6:30,7:00,CT,17B,300,NULL,NARES TO TIP=10.5,,,,,,,
NULL,N,1,SHD,QA,2221,23635,OVEN,Ovenbird,HY,FCF,NULL,NULL,U,NULL,NULL,DB,NULL,0,0,1,0,N,NULL,NULL,J,F,J,J,J,J,F,73,19.9,7,11,2021,NULL,9:35,CT,7,300,NULL,,,,,,,,
NULL,R,1,SHD,JH,2221,23635,OVEN,Ovenbird,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,1,0,N,1,NULL,J,F,J,J,J,J,F,73,20.9,7,11,2021,16:15,16:48,CT,6,300,NULL,,,,,,,,
NULL,N,1,SHD,CD,2221,23636,NOWA,Northern Waterthrush,HY,FCF,L,NULL,U,NULL,NULL,DB,NULL,0,0,0,1,N,NULL,NULL,J,F,J,J,J,NULL,F,76,26.3,7,11,2021,9:25,10:03,CT,14,300,NULL,"BANDED ON LEFT LEG, RIGHT FOOT MISSING",,,,,,,
NULL,R,1,RGM,MAC,2221,23636,NOWA,Northern Waterthrush,ASY,DCB,1,,U,5,6,,,0,0,2,Y,N,,,,,,,,,,77,16.9,19,3,2022,1745,1811,,,,R,,,,,,,,
NULL,R,1,MAC,EA,2221,23636,NOWA,Northern Waterthrush,ASY,DCB,1,NULL,U,5,6,,NULL,0,0,2,N,5,NULL,,B,B,B,B,B,B,B,76,17,4,3,2022,7:00,7:15,CT,1,NULL,R,,,,,,,,
NULL,R,1,SL,QA,2221,23636,NOWA,Northern Waterthrush,HY,FCF,L,NULL,U,NULL,NULL,NULL,NULL,0,0,2,2,N,1,NULL,J,F,J,J,J,J,F,75,19.6,10,11,2021,17:10,17:28,CT,24,300,NULL,,,,,,,,
NULL,N,1,SHD,JH,2221,23637,OVEN,Ovenbird,HY,FCF,NULL,NULL,U,NULL,NULL,DB,NULL,0,0,1,0,N,1,NULL,J,F,J,J,J,A,F,74,16.8,7,11,2021,16:15,NULL,CT,NULL,300,NULL,,,,,,,,
NULL,R,1,RL,MB,2221,23637,OVEN,Ovenbird,HY,FCF,L,NULL,U,NULL,NULL,NULL,NULL,0,0,0,0,N,1,NULL,J,L,J,J,U,J,F,74,15.7,8,11,2021,6:55,7:28,CT,16,300,NULL,,,,,,,,
NULL,N,1,EA,JW,2221,23638,KEWA,Kentucky Warbler,HY,FCF,NULL,NULL,F,P,NULL,DB,NULL,0,0,1,0,N,2,NULL,J,F,J,J,J,J,F,63,12.8,10,11,2021,7:40,8:03,CT,21,300,NULL,,,,,,,,
NULL,R,1,SL,WD,2221,23638,KEWA,Kentucky Warbler,AHY,DCB,P,NULL,F,P,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,63,12.6,11,11,2021,7:00,7:35,CT,22,300,NULL,,,,,,,,
NULL,N,1,EA,WD,2221,23639,INBU,Indigo Bunting,HY,FCF,L,NULL,M,P,NULL,DB,NULL,0,0,3,1,N,1,NULL,J,F,L,L,F,NULL,F,61,13.6,10,11,2021,7:40,NULL,CT,16,300,NULL,"P9-4 REPLACED, S9-6 REPLACED, TAIL BEING REPLACED",,,,,,,
NULL,N,1,SL,TB,2221,23640,LOWA,Louisiana Waterthrush,AHY,DCB,P,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,18.2,11,11,2021,7:30,7:51,CT,52,300,NULL,BILL LENGTH: 11.6,,,,,,,
NULL,N,1,JW,WD,2221,23641,KEWA,Kentucky Warbler,AHY,DCB,P,NULL,F,P,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62,13.1,11,11,2021,16:40,17:10,CT,1,300,NULL,,,,,,,,
NULL,N,1,MC,JH,2221,23642,KEWA,Kentucky Warbler,HY,FCF,L,NULL,F,P,NULL,DB,NULL,0,0,1,0,N,1,NULL,J,F,J,J,J,J,F,61,13.4,12,11,2021,16:30,17:03,CT,21,300,NULL,TARSUS=22,,,,,,,
NULL,N,1,MB,AJ,2221,23643,INBU,Indigo Bunting,HY,FCF,L,NULL,F,P,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62,15.1,13,11,2021,7:40,8:25,CT,14,300,NULL,"NARES=8.0, TARSUS= 17.8",,,,,,,
NULL,N,1,MAC,EA,2221,23644,INBU,Indigo Bunting,SY,FCF,1,NULL,M,1,,,NULL,0,0,0,N,5,NULL,,J,M,M,M,J,M,M,66,13.7,3,3,2022,9:30,9:45,CT,14,NULL,1,,,,,,,,
NULL,N,1,MAC,EA,2221,23645,OVEN,Ovenbird,SY,FCF,1,NULL,U,5,6,,NULL,0,0,1,N,5,NULL,,J,J,J,J,J,J,F,75,20.5,9,3,2022,9:00,9:25,CT,1,NULL,1,,,,,,,,
NULL,D,1,NULL,NULL,2221,23646,BADE,BAND DESTROYED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,3,2022,NULL,NULL,,NULL,,NULL,,,,,,,,
NULL,R,1,NML,CAM,2221,23646,OVEN,Ovenbird,AHY,DCB,P,NULL,U,U,NULL,NULL,NULL,0,0,1,0,N,1,NULL,B,B,B,B,B,B,B,77,19.6,17,10,2022,745,NULL,CT,1,300,1,,,,,,,,
NULL,N,1,MAC,KC,2221,23647,LOWA,Louisiana Waterthrush,ASY,DCB,1,,U,5,6,,,0,0,4,N,5,,,B,B,B,B,B,B,B,79,23,10,3,2022,630,705,,5,,,,,,,,,,
NULL,N,1,,EA,2221,23648,LOWA,Louisiana Waterthrush,ASY,DCB,1,,U,5,6,,,0,0,1,N,,,,B,B,B,B,B,B,B,77,-,14,3,2022,1045,1115,,18,,1,,,,,,,,
NULL,N,1,MMN,KC,2221,23649,INBU,Indigo Bunting,ASY,DPA,1,,M,1,,,,0,0,2,Y,Y,,,B,B,B,B,M,B,A,67,15.5,16,3,2022,900,924,,15,,1,,,,,,,,
NULL,N,1,MMN,KC,2221,23650,INBU,Indigo Bunting,ASY,DPA,1,,M,1,,,,0,0,3,N,N,,,B,B,B,B,A,B,A,67,15.6,16,3,2022,900,930,,15,,1,,,,,,,,
NULL,N,1,KC,GM,2221,23651,LOWA,Louisiana Waterthrush,SY,FCF,1,,U,5,6,,,0,0,3,N,N,,,F,F,F,F,F,F,F,81,20.6,19,3,2022,730,820,,6,,1,,,,,,,,
NULL,N,1,MH,GM,2221,23652,REVI,Red-eyed Vireo,AHY,FAJ,2,3,U,5,6,R,6,0,0,3,N,N,,,U,U,U,U,U,U,U,79,17.5,19,3,2022,1615,1655,,6,,1,pinkish grey mouth,,,,,,,
,N,1,,,2221,23653,,Are these in NABC destroyed bands container?,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2022,,,,,,,,,,,,,,
,N,1,,,2221,23654,,Are these in NABC destroyed bands container?,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2022,,,,,,,,,,,,,,
NULL,N,1,GM,KC,2221,23655,INBU,Indigo Bunting,SY,FPA,1,10,M,1,,,,0,0,2,Y,N,,,J,M,M,J,F,F,M,68,13.8,22,3,2022,630,723,,,300,1,,,,,,,,
NULL,N,1,GM,KC,2221,23656,KEWA,Kentucky Warbler,ASY,DCA,1,,M,1,,,,0,0,3,N,N,,,B,B,B,B,B,B,M,64,12.9,23,3,2022,625,658,,15,300,1,,,,,,,,
NULL,N,1,MAC,GM,2221,23657,INBU,Indigo Bunting,ASY,DPA,1,,M,1,,,,0,0,1,Y,N,,,B,A,B,B,M,B,A,67,13.6,23,3,2022,755,837,,14,300,,,,,,,,,
NULL,R,1,GM,JF,2221,23657,INBU,Indigo Bunting,ASY,DPA,P,NULL,M,P,NULL,NULL,NULL,0,0,1,0,S,2,,B,A,B,B,A,A,A,69,12.5,6,4,2022,900,920,CT,12,300,NULL,,,,,,,,
NULL,N,1,GM,KC,2221,23658,REVI,Red-eyed Vireo,AHY,FAJ,1,9,U,5,6,,,0,0,5,N,N,,,U,U,U,U,U,U,U,,22.3,23,3,2022,925,953,,1,300,1,truncate recs slighty worn,,,,,,,
NULL,N,1,MAC,KC,2221,23659,REVI,Red-eyed Vireo,ASY,DCB,1,,U,5,6,R,6,0,0,4,N,N,,,B,B,B,B,B,B,B,78,19.4,25,3,2022,1230,1330,,11,,,"Pinking mouth line; nares(9.4), nose-tip(9.2)width 5.2",,,,,,,
NULL,N,1,MAC,GM,2221,23660,REVI,Red-eyed Vireo,ASY,DCB,1,,U,5,6,R,,0,0,3,N,N,,,B,B,B,B,B,B,B,78,17.3,25,3,2022,1230,1340,,11,,,"mouth line grey; nose-tip9.4, width 4.5",,,,,,,
NULL,N,1,MAC,GM,2221,23661,REVI,Red-eyed Vireo,SY,FCF,1,,U,5,6,R,3,0,0,3,N,N,,,J,M,J,J,J,J,F,80,17.6,25,3,2022,1230,1300,,11,,,,,,,,,,
NULL,N,1,JF,FF,2221,23662,LOWA,Louisiana Waterthrush,AHY,UCU,NULL,NULL,U,NULL,NULL,LB,NULL,0,0,3,0,N,1,,U,U,U,U,U,U,U,79,23.5,29,3,2022,840,1039,CT,13,300,NULL,,,,,,,,
NULL,N,1,JF,RGM,2221,23663,HOWA,Hooded Warbler,ASY,DCB,P,NULL,M,P,NULL,DB,NULL,0,0,2,0,N,1,,B,B,B,B,B,B,B,64,10.4,31,3,2022,905,NULL,CT,1,300,NULL,,,,,,,,
NULL,N,1,GM,RGM,2221,23664,WEWA,Worm-eating Warbler,ASY,DCB,P,NULL,U,NULL,NULL,DB,NULL,0,0,3,0,N,2,,B,B,B,B,B,B,B,67,13.4,1,4,2022,920,950,CT,15,300,NULL,,,,,,,,
NULL,N,1,NULL,FF,2221,23665,OVEN,Ovenbird,ASY,DCB,P,NULL,U,NULL,NULL,DB,NULL,0,0,2,0,N,2,,B,B,B,B,B,B,B,76,18.7,5,4,2022,745,825,CT,13,300,NULL,,,,,,,,
NULL,N,1,RGM,RGM,2221,23666,KEWA,Kentucky Warbler,SY,FCF,P,NULL,F,NULL,NULL,DB,NULL,0,0,1,0,N,2,,J,F,J,J,J,J,F,63,10.6,5,4,2022,700,739,CT,15,300,NULL,,,,,,,,
NULL,N,1,JF,RGM,2221,23667,REVI,Red-eyed Vireo,SY,FCF,L,NULL,U,NULL,NULL,R,NULL,0,0,4,0,N,2,,J,F,J,J,J,J,F,81,21.1,8,4,2022,620,638,CT,TH,300,NULL,,,,,,,,
NULL,N,1,JF,GM,2221,23668,REVI,Red-eyed Vireo,SY,FCF,L,NULL,U,NULL,NULL,R,NULL,0,0,4,0,N,2,,J,F,J,J,J,J,F,80,19.1,8,4,2022,630,702,CT,TH,300,NULL,,,,,,,,
NULL,N,1,JF,GM,2221,23669,REVI,Red-eyed Vireo,SY,FCF,L,NULL,U,NULL,NULL,R,NULL,0,0,6,0,N,2,,J,F,J,J,J,J,F,80,24.2,8,4,2022,630,708,CT,TH,300,NULL,,,,,,,,
NULL,N,1,JF,GM,2221,23670,REVI,Red-eyed Vireo,SY,FCF,L,NULL,U,NULL,NULL,R,NULL,0,0,5,0,N,1,,J,F,J,J,J,J,F,79,18.7,8,4,2022,630,715,CT,TH,300,NULL,,,,,,,,
NULL,N,1,JF,RGM,2221,23671,KEWA,Kentucky Warbler,SY,FCF,L,NULL,F,P,NULL,DB,NULL,0,0,3,0,N,2,,J,F,J,J,J,J,F,66,12.9,11,4,2022,555,NULL,CT,17,300,NULL,,,,,,,,
NULL,R,1,JF,GM,2221,23671,KEWA,Kentucky Warbler,SY,FCF,L,NULL,F,NULL,NULL,NULL,NULL,0,0,3,0,N,2,,J,F,J,J,J,J,F,65,13.4,14,4,2022,615,640,CT,17,300,NULL,,,,,,,,
NULL,N,1,GM,RGM,2221,23672,INBU,Indigo Bunting,ASY,DCA,P,NULL,M,P,NULL,DB,NULL,0,0,4,0,N,2,,B,A,B,B,B,B,A,70,14.9,12,4,2022,745,NULL,CT,17,300,NULL,,,,,,,,
NULL,N,1,FF,GM,2221,23673,INBU,Indigo Bunting,ASY,DCA,P,NULL,M,P,NULL,DB,NULL,0,0,2,0,N,1,,B,A,B,B,B,B,A,72,14.9,13,4,2022,650,NULL,CT,6,300,NULL,,,,,,,,
NULL,N,1,JF,RGM,2221,23674,INBU,Indigo Bunting,ASY,DCA,P,null,M,P,null,DB,null,0,0,1,0,N,1,,B,B,B,B,B,B,A,68,15.1,18,4,2022,630,701,CT,6,null,null, , ,,,,,,
NULL,N,1,AA,JF,2221,23675,KEWA,Kentucky Warbler,SY,FCF,L,null,F,P,null,null,null,0,0,1,0,N,1,,J,F, , , , , ,62,13.7,18,4,2022,730,null,CT,26,null,null, , ,,,,,,
NULL,N,1,AA,RGM,2221,23676,REVI,Red-eyed Vireo,ASY,DCB,p,null,U,null,null,null,null,0,0,4,0,N,1,,B,B, , , , , ,78,20.3,18,4,2022,730,null,CT,17,null,null, , ,,,,,,
NULL,N,1,AA,JF,2221,23677,KEWA,Kentucky Warbler,SY,FCF,L,null,F,P,null,null,null,0,0,1,0,N,2,,J,F, , , , , ,63,13.4,18,4,2022,730,null,CT,6,null,null, , ,,,,,,
NULL,N,1,AA,RGM,2221,23678,KEWA,Kentucky Warbler,SY,FCF,L,null,F,P,null,null,null,0,0,0,0,N,2,,J,F, , , , , ,65,11.6,18,4,2022,830,null,CT,16,null,null, , ,,,,,,
NULL,R,null,AA,JF,2221,23678,KEWA,Kentucky Warbler,SY,FCF,L,null,F,P,null,null,null,0,0,0,0,N,2,,J,F, , , , , ,null,11.4,18,4,2022,1000,null,CT,25,300,null,Same day recap, ,,,,,,
NULL,R,null,AA,JF,2221,23678,KEWA,Kentucky Warbler,SY,FCF,L,null,F,null,null,null,null,null,null,0,null,null,null,,null,null, , , , , ,null,10.9,19,4,2022,730,null,CT,6,300,null, , ,,,,,,
NULL,N,1,AA,JF,2221,23679,NOWA,Northern Waterthrush,SY,FCF,L,null,U,null,null,null,null,0,0,3,1,N,3,,J,F, , , , , ,79,19.5,19,4,2022,600,null,CT,16,300,null, , ,,,,,,
NULL,N,1,GM,RGM,2221,23680,OVEN,Ovenbird,SY,FCF,,,U,,,DB,,0,0,0,0,N ,2,,J,F,J,J,J,,,72,15.8,21,4,2022,900,,,7,,,,,,,,,,
NULL,N,1,AA,GM,2221,23681,NOWA,Mourning Warbler,ASY,DCA,null,null,M,P,null,null,null,0,0,2,0,N,1,,B,B,B,B,B,B,A,61,11.4,25,4,2022,610,null,CT,16,300,null, , ,,,,,,
NULL,N,1,GM,RC,2221,23682,REVI,Red-eyed Vireo,AHY,FAJ,P,null,U,,,null,null,0,0,4,0,N,1,U,,,,,,,,79,20.4,26,4,2022,7:00,7:20,CT,16,300,,,Possible DCB,,,,,,
NULL,N,1,GM,AP,2221,23683,NOWA,Northern Waterthrush,SY,FCF,L,null,U,,,null,null,0,0,1,0,N,1,,J,F,,,,,,72,17.1,26,4,2022,7:30,,CT,14,300,,,,,,,,,
NULL,N,1,AA,RC,2221,23684,REVI,Red-eyed Vireo,ASY,DCB,P,null,U,,,null,null,0,0,3,0,N,1,,B,B,,,,,,78,16.4,26,4,2022,7:30,,CT,17,300,,,,,,,,,
NULL,N,1,SS,FF,2221,23685,KEWA,Kentucky Warbler,HY,FCF,L,NULL,F,P,NULL,NULL,NULL,NULL,NULL,0,0,A,2,NULL,J,J,J,J,J,,F,64,11.5,13,9,2022,615,645,CT,17B,300,1,,,,,,,,
NULL,N,1,GM,AM,2221,23686,KEWA,Kentucky Warbler,HY,FCF,L,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,0,1,N,1,NULL,J,J,J,J,J,,F,65,11.9,13,9,2022,645,735,CT,7,300,1,,,,,,,,
NULL,R,1,GM,GM,2221,23686,KEWA,Kentucky Warbler,HY,FCF,L,NULL,F,P,NULL,NULL,NULL,0,0,0,1,A,1,NULL,J,J,J,J,J,,F,63,13.1,19,9,2022,915,NULL,CT,14,300,1,,,,,,,,
NULL,R,1,FF,GM,2221,23686,KEWA,Kentucky Warbler,HY,FCF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,12.6,23,9,2022,NULL,NULL,CT,NULL,300,1,,,,,,,,
NULL,N,1,GM,SL,2221,23687,KEWA,Kentucky Warbler,HY,FCF,L,NULL,F,P,NULL,NULL,NULL,NULL,NULL,1,0,N,1,NULL,J,J,J,J,J,,F,63,13.1,13,9,2022,645,740,CT,17B,300,1,,,,,,,,
NULL,R,1,FF,GM,2221,23687,KEWA,Kentucky Warbler,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,13.6,23,9,2022,NULL,NULL,CT,17B,300,1,,MANY TICKS,,,,,,
NULL,R,1,FF,AM,2221,23687,KEWA,Kentucky Warbler,HY,FCF,L,NULL,F,P,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,13.1,28,9,2022,845,850,CT,NULL,300,1,,,,,,,,
NULL,R,1,FF,AM,2221,23687,KEWA,Kentucky Warbler,HY,FCF,L,NULL,F,P,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,13.1,28,9,2022,845,850,CT,NULL,300,1,,,,,,,,
NULL,R,1,NULL,NULL,2221,23687,KEWA,Kentucky Warbler,HY,FCF,NULL,NULL,F,P,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,12.6,5,10,2022,815,900,CT,NULL,300,1,,,,,,,,
NULL,R,1,FF,SS,2221,23687,KEWA,Kentucky Warbler,HY,FCF,L,NULL,F,P,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,13.5,6,10,2022,915,930,CT,25,300,1,,,,,,,,
NULL,R,1,NML,AM,2221,23687,KEWA,Kentucky Warbler,HY,FCF,L,NULL,F,P,NULL,NULL,NULL,0,0,1,0,N,2,NULL,J,J,J,J,J,,F,64,13.8,17,10,2022,915,NULL,CT,2,300,1,,REDUCED FACE MASK VERY LITTLE BLACK,,,,,,
NULL,N,1,GM,AM,2221,23688,LOWA,Louisiana Waterthrush,HY,FCF,L,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,1,0,N,1,NULL,J,J,J,J,J,,F,81,18.1,13,9,2022,745,810,CT,7,300,1,,,,,,,,
NULL,R,1,FF,GM,2221,23688,LOWA,Louisiana Waterthrush,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,18.8,14,10,2022,615,635,CT,25,300,1,,,,,,,,
NULL,N,1,FF,FF,2221,23689,KEWA,Kentucky Warbler,HY,FCF,L,NULL,F,P,NULL,NULL,NULL,0,0,4,0,N,1,NULL,J,J,J,J,J,,F,65,NULL,13,9,2022,830,NULL,CT,7,300,1,,,,,,,,
NULL,N,1,FF,AM,2221,23690,KEWA,Kentucky Warbler,HY,FCF,L,NULL,F,P,NULL,NULL,NULL,0,0,0,0,N,1,NULL,J,J,J,J,J,,F,65,11.3,13,9,2022,NULL,NULL,CT,NULL,300,1,,,,,,,,
NULL,R,1,NULL,GM,2221,23690,KEWA,Kentucky Warbler,HY,FCF,L,NULL,F,P,NULL,NULL,NULL,0,0,0,0,N,1,NULL,J,J,J,J,J,,F,64,11.7,15,9,2022,845,907,CT,13,300,1,,,,,,,,
NULL,R,1,FF,FF,2221,23690,KEWA,Kentucky Warbler,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,11,19,9,2022,645,730,CT,13,300,1,,,,,,,,
NULL,R,1,FF,AM,2221,23690,KEWA,Kentucky Warbler,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,12.6,28,9,2022,1015,1037,CT,12,300,1,,,,,,,,
NULL,R,1,FF,AM,2221,23690,KEWA,Kentucky Warbler,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,12.6,28,9,2022,1015,1037,CT,12,300,1,,,,,,,,
NULL,R,1,FF,FF,2221,23690,KEWA,Kentucky Warbler,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,11.2,13,10,2022,915,945,CT,NULL,300,1,,,,,,,,
NULL,R,1,JN,CAM,2221,23690,KEWA,Kentucky Warbler,HY,FCF,L,NULL,F,P,NULL,NULL,NULL,0,0,1,0,N,1,NULL,J,J,J,J,J,,F,63,11.9,19,10,2022,645,741,CT,15,300,1,,,,,,,,
NULL,N,1,FF,SL,2221,23691,REVI,Red-eyed Vireo,HY,FCF,L,NULL,U,U,NULL,NULL,NULL,0,0,2,0,N,3,NULL,J,J,J,L,J,,F,80,15.7,13,9,2022,830,920,CT,13,300,1,,,,,,,,
NULL,N,1,GM,SL,2221,23692,HOWA,Hooded Warler,HY,FCF,L,NULL,F,P,NULL,NULL,NULL,NULL,NULL,1,0,N,1,NULL,J,J,J,J,J,,F,62,7.7,13,9,2022,945,1018,CT,13,300,1,,TAIL LENGTH 56 MM,,,,,,
